book_id,title,author,author_last_first,additional_Authors,isbn,isbn13,my_rating,publisher,binding,number_of_pages,year_published,original_publication_year,date_read,date_added,bookshelves,bookshelves_with_positions,read_status,my_review,spoiler,private_notes,read_count,owned_copies
18070787,Night Film,Marisha Pessl,"Pessl, Marisha",,"=""0099559242""","=""9780099559245""",4,WINDMILL,Paperback,602,2014,2013,2015/07/30,2015/07/18,thriller,thriller (#1),read,,,,1,1
1402359,"Essential Elements: Atoms, Quarks, and the Periodic Table (Mathemagical Ancient Wizdom)",Matt Tweed,"Tweed, Matt",,"=""1904263585""","=""9781904263586""",3,Wooden Books,Paperback,,2007,2003,2015/07/17,2015/07/17,non-fiction,non-fiction (#7),read,,,,1,1
17899544,"Hawkeye, Volume 3: L.A. Woman",Matt Fraction,"Fraction, Matt",,"=""0785183906""","=""9780785183907""",4,Marvel,Paperback,120,2014,2014,2015/07/01,2015/04/08,comics,comics (#6),read,,,,1,1
23300889,A Hero at the End of the World,Erin Claiborne,"Claiborne, Erin",Jade Liebes,"=""0990484408""","=""9780990484400""",3,Big Bang Press,Paperback,308,2014,2014,2015/06/30,2015/04/08,"young-adult, fantasy, humour","young-adult (#25), fantasy (#19), humour (#7)",read,,,,1,1
24874331,The Saga of Gunnlaug Serpent-tongue,Unknown,"Unknown, Unknown",Katrina C. Attwood,"=""0141397861""","=""9780141397863""",4,Penguin Classics,Paperback,53,2015,1983,2015/06/08,2015/06/08,little-black-classics,little-black-classics (#2),read,,,,1,0
12600138,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""0307887448""","=""9780307887443""",4,Ballantine Books,Paperback,374,2012,2011,2014/04/15,2015/04/08,"sci-fi, young-adult, recommended","sci-fi (#9), young-adult (#43), recommended (#17)",read,,,,1,0
19174917,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""1447263227""","=""9781447263227""",5,Pan Macmillan,Paperback,461,2014,2013,2014/04/28,2015/04/08,"young-adult, romance, realism, recommended","young-adult (#4), romance (#3), realism (#1), recommended (#16)",read,,,,1,1
6408862,"Stolen (Stolen, #1)",Lucy Christopher,"Christopher, Lucy",,"=""1906427135""","=""9781906427139""",5,Chicken House Ltd,Paperback,304,2009,2009,,2015/05/28,"realism, romance, read-ages-ago, young-adult, favourites, recommended","realism (#20), romance (#34), read-ages-ago (#30), young-adult (#46), favourites (#28), recommended (#15)",read,,,,2,1
824420,Junk,Melvin Burgess,"Burgess, Melvin",,"=""0140380191""","=""9780140380194""",5,Penguin,Paperback,328,1997,1996,,2015/04/08,"read-ages-ago, romance, realism, young-adult, favourites, recommended","read-ages-ago (#25), romance (#29), realism (#18), young-adult (#41), favourites (#22), recommended (#14)",read,,,,2,1
24926015,Simon vs the Homo Sapiens Agenda,Becky Albertalli,"Albertalli, Becky",,"=""014135609X""","=""9780141356099""",4,PENGUIN,Paperback,312,2015,2015,2015/06/13,2015/06/11,"young-adult, lgbtqa, recommended","young-adult (#50), lgbtqa (#1), recommended (#12)",read,,,,1,1
13146186,Beauty Queens,Libba Bray,"Bray, Libba",,"=""0439895987""","=""9780439895989""",4,Scholastic Paperbacks,Paperback,390,2012,2011,2014/06/12,2015/04/08,"young-adult, humour, recommended","young-adult (#3), humour (#2), recommended (#11)",read,,,,1,1
816815,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0099419785""","=""9780099419785""",5,RANDOM HOUSE UK,Mass Market Paperback,309,1989,1960,,2015/04/08,"classics, favourites, historical, recommended","classics (#5), favourites (#2), historical (#3), recommended (#10)",read,,,,2,1
437129,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""0747566534""","=""9780747566533""",5,Bloomsbury Publishing,Paperback,340,2004,2003,,2015/04/08,"favourites, historical, recommended","favourites (#26), historical (#11), recommended (#9)",read,,,,2,1
893136,The Book Thief,Markus Zusak,"Zusak, Markus",Trudy White,"=""0552773891""","=""9780552773898""",5,Black Swan,Paperback,554,2007,2005,2014/06/30,2015/04/08,"fantasy, historical, favourites, recommended","fantasy (#47), historical (#9), favourites (#25), recommended (#8)",read,,,,1,1
13611052,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""""",5,"Vintage Books, Random House",Paperback,490,2012,2011,2013/02/19,2015/04/08,"fantasy, romance, recommended","fantasy (#15), romance (#4), recommended (#6)",read,,,,1,1
6794,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0340822783""","=""9780340822784""",5,Sceptre,Paperback,529,2005,2004,,2015/04/08,"favourites, fantasy, recommended","favourites (#1), fantasy (#17), recommended (#5)",read,,,,1,1
774308,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571226167""","=""9780571226160""",5,Faber & Faber,Paperback,234,2005,1963,2014/06/16,2015/04/08,"classics, mental-illness, recommended","classics (#13), mental-illness (#4), recommended (#3)",read,,,,1,1
860532,I Capture the Castle,Dodie Smith,"Smith, Dodie",,"=""""","=""""",5,Vintage Classics,Paperback,408,2004,1948,,2015/04/08,"classics, favourites, historical, read-ages-ago, romance, recommended","classics (#11), favourites (#23), historical (#6), read-ages-ago (#26), romance (#30), recommended (#2)",read,,,,4,1
1001995,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1904442218""","=""9781904442219""",5,Chicken House,Paperback,544,2004,2003,,2015/04/08,"fantasy, favourites, read-ages-ago, childrens, recommended","fantasy (#8), favourites (#10), read-ages-ago (#8), childrens (#5), recommended (#1)",read,,,,4,1
477725,Life of Pi,Yann Martel,"Martel, Yann",,"=""184195392X""","=""9781841953922""",5,Canongate,Paperback,319,2003,2001,,2015/04/08,"fantasy, favourites, philosophical","fantasy (#45), favourites (#24), philosophical (#3)",read,,,,1,1
24874295,The Beautifull Cassandra,Jane Austen,"Austen, Jane",,"=""0141397071""","=""9780141397078""",4,Penguin Classics,Paperback,55,2015,1793,2015/06/04,2015/06/04,"classics, little-black-classics","classics (#17), little-black-classics (#1)",read,,,,1,1
23769846,"Destined (House of Night, #9)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""""","=""""",1,Atom,Hardcover,325,2011,2011,,2015/05/28,"fantasy, young-adult","fantasy (#51), young-adult (#49)",read,,,,1,1
8670139,Great Expectations (The Penguin English Library),Charles Dickens,"Dickens, Charles",,"=""0141194367""","=""9780141194363""",4,Penguin Classics/Press,Paperback,528,2010,1861,,2015/05/28,"classics, historical","classics (#16), historical (#12)",read,,,,1,1
280654,A Gathering Light,Jennifer Donnelly,"Donnelly, Jennifer",,"=""0747570639""","=""9780747570639""",5,Bloomsbury,Paperback,380,2004,2003,,2015/05/28,"realism, young-adult, favourites","realism (#22), young-adult (#48), favourites (#29)",read,,,,1,1
2327180,Before I Die,Jenny Downham,"Downham, Jenny",,"=""0385613539""","=""9780385613538""",3,Random House Children's Books,Paperback,336,2007,2007,,2015/05/28,"romance, young-adult","romance (#35), young-adult (#47)",read,,,,1,1
858446,Out of the Blue,Sarah Ellis,"Ellis, Sarah",,"=""088899236X""","=""9780888992369""",4,Groundwood Books,Paperback,120,2001,1994,,2015/05/28,"childrens, read-ages-ago, realism","childrens (#20), read-ages-ago (#31), realism (#21)",read,,,,3,1
2201246,The Stuff of Nightmares,Malorie Blackman,"Blackman, Malorie",,"=""0385610432""","=""9780385610438""",4,,Paperback,341,2007,2007,,2015/05/28,"childrens, read-ages-ago","childrens (#19), read-ages-ago (#29)",read,,,,1,1
298291,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""""","=""""",1,Penguin Books,Paperback,395,2006,1847,,2015/05/28,"classics, romance","classics (#15), romance (#33)",read,,,,1,1
15929565,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",,"=""""","=""""",5,Penguin Classics,Paperback,608,2009,1847,,2015/05/28,"classics, favourites, romance","classics (#14), favourites (#27), romance (#32)",read,,,,1,1
20756427,Magical Game Time: Vol. 1,Zac Gorman,"Gorman, Zac",,"=""""","=""""",4,"Bang Printing, Valencia, CA",Paperback,144,,2013,,2015/05/28,art-books,art-books (#3),read,,,,1,1
6294153,"The Society of S (Ethical Vampire, #1)",Susan Hubbard,"Hubbard, Susan",,"=""1406314978""","=""9781406314977""",4,Walker Books,Paperback,357,2008,2007,,2015/05/28,"fantasy, young-adult, read-ages-ago","fantasy (#50), young-adult (#45), read-ages-ago (#28)",read,,,,1,1
23346662,How to Build a Girl,Caitlin Moran,"Moran, Caitlin",,"=""0091949017""","=""9780091949013""",4,Ebury Publishing,Paperback,343,2014,2014,2015/05/24,2015/04/22,humour,humour (#6),read,,,,1,1
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,Vintage,Paperback,226,2004,2003,,2015/05/13,"read-ages-ago, mental-illness","read-ages-ago (#27), mental-illness (#5)",read,,,,1,0
834713,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""0747582971""","=""9780747582977""",5,Bloomsbury Publishing,Paperback,372,2007,2007,,2015/04/08,historical,historical (#10),read,,,,1,1
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",5,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,,2015/04/08,"crime, fantasy","crime (#4), fantasy (#49)",read,,,,1,1
18621059,The Hundred and One Dalmatians,Dodie Smith,"Smith, Dodie",,"=""""","=""""",4,Mammoth,Paperback,191,1990,1956,,2015/04/08,childrens,childrens (#18),read,,,,1,0
15704174,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",4,Orion Books,Paperback,466,2013,2012,,2015/04/08,crime,crime (#3),read,,,,1,1
21535049,Any Other Mouth,Anneliese Mackintosh,"Mackintosh, Anneliese",,"=""1908754575""","=""9781908754578""",3,Freight Books,Paperback,259,2014,2014,2014/09/03,2015/04/08,non-fiction,non-fiction (#6),read,,,,1,1
17703757,Lucky,Alice Sebold,"Sebold, Alice",,"=""0330521012""","=""9780330521017""",4,Picador,Paperback,251,2010,1999,2014/07/01,2015/04/08,non-fiction,non-fiction (#5),read,,,,1,1
11735456,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,HarperVoyager,Paperback,852,2011,2005,2014/06/07,2015/04/08,fantasy,fantasy (#46),read,,,,1,1
9072701,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,Penguin Group,Paperback,188,1994,1925,2014/03/28,2015/04/08,classics,classics (#12),read,,,,1,1
17345741,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""1408842424""","=""9781408842423""",3,Bloomsbury Publishing ,Hardcover,404,2013,2012,2013/11/17,2015/04/08,historical,historical (#8),read,,,,1,0
147915,"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""0007119550""","=""9780007119554""",5,HarperVoyager ,Paperback,639,2011,2000,2013/09/12,2015/04/08,fantasy,fantasy (#44),read,,,,1,1
17118893,The Fault in Our Stars,John  Green,"Green, John",,"=""""","=""""",4,Penguin Books,Paperback,316,2013,2012,2013/08/20,2015/04/08,"realism, romance, young-adult","realism (#19), romance (#31), young-adult (#42)",read,,,,1,1
7327100,The Asylum for Wayward Victorian Girls,Emilie Autumn,"Autumn, Emilie",,"=""""","=""""",5,The Asylum Emporium,Hardcover,264,2009,2009,,2015/04/08,"historical, horror, mental-illness, non-fiction","historical (#7), horror (#1), mental-illness (#3), non-fiction (#4)",read,,,,2,1
11788811,"A Clash of Kings (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,HarperVoyager,Paperback,913,2011,1998,2013/07/08,2015/04/08,fantasy,fantasy (#42),read,,,,1,1
11788809,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,Harper Voyager,Paperback,780,2011,1996,2013/06/22,2015/04/08,fantasy,fantasy (#41),read,,,,1,1
15719754,The Quantum Universe: Everything That Can Happen Does Happen,Brian Cox,"Cox, Brian",Jeffrey R. Forshaw,"=""0241952700""","=""9780241952702""",2,Penguin Books Ltd,Paperback,242,2012,2011,2013/05/01,2015/04/08,non-fiction,non-fiction (#3),read,,,,1,1
18468222,Empty Roads and Broken Bottles,Charlotte Eriksson,"Eriksson, Charlotte",,"=""""","=""""",2,Charlotte Eriksson,Kindle Edition,115,2013,2013,2013/05/15,2015/04/08,"non-fiction, philosophical","non-fiction (#2), philosophical (#2)",read,,,,2,1
10518900,Looking for Alaska,John  Green,"Green, John",,"=""0007424833""","=""9780007424832""",3,HarperCollins Children's Books,Paperback,268,2011,2005,2013/03/06,2015/04/08,"romance, young-adult, realism","romance (#28), young-adult (#40), realism (#17)",read,,,,1,1
11529802,Lock and Key,Sarah Dessen,"Dessen, Sarah",,"=""""","=""""",3,Penguin,Kindle Edition,444,2009,2008,,2015/04/08,"read-ages-ago, realism, romance, young-adult","read-ages-ago (#24), realism (#16), romance (#27), young-adult (#39)",read,,,,1,1
1046475,Just Listen,Sarah Dessen,"Dessen, Sarah",,"=""0141322918""","=""9780141322919""",5,Penguin Group,Paperback,371,2007,2006,,2015/04/08,"favourites, read-ages-ago, realism, romance, young-adult","favourites (#21), read-ages-ago (#23), realism (#15), romance (#26), young-adult (#38)",read,,,,3,1
17118898,Nineteen Eighty-Four,George Orwell,"Orwell, George",,"=""0141393041""","=""9780141393049""",5,Penguin Books,Paperback,355,2013,1948,2014/08/17,2015/04/08,"classics, politics","classics (#3), politics (#1)",read,,,,1,1
16669567,The Silver Linings Playbook,Matthew Quick,"Quick, Matthew",,"=""1447219899""","=""9781447219897""",4,Picador,Paperback,289,2012,2008,2013/01/27,2015/04/08,"humour, realism, romance, mental-illness","humour (#5), realism (#14), romance (#25), mental-illness (#2)",read,,,,1,1
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,"=""078685197X""","=""9780786851973""",3,Disney Hyperion,Paperback,444,2007,2006,2014/07/18,2015/04/08,"young-adult, romance, realism, mental-illness","young-adult (#1), romance (#1), realism (#3), mental-illness (#1)",read,,,,1,1
13010348,"Awakened (House of Night, #8)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654847""","=""9781905654840""",1,St. Martin's Press,Hardcover,290,2011,2011,,2015/04/08,"fantasy, romance, young-adult","fantasy (#40), romance (#24), young-adult (#37)",read,,,,1,1
6917951,"Burned (House of Night, #7)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654812""","=""9781905654819""",1,Atom,Paperback,325,2011,2010,,2015/04/08,"fantasy, romance, young-adult","fantasy (#39), romance (#23), young-adult (#36)",read,,,,1,1
6917229,Tempted (House of Night #6),P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654804""","=""9781905654802""",2,ATOM,Hardcover,319,2009,2009,,2015/04/08,"fantasy, romance, young-adult","fantasy (#38), romance (#22), young-adult (#35)",read,,,,1,1
6274251,Hunted,P.C. Cast,"Cast, P.C.",Kristin Cast,"=""190565457X""","=""9781905654574""",4,ATOM,Paperback,439,2009,2009,,2015/04/08,"fantasy, romance, young-adult","fantasy (#37), romance (#21), young-adult (#34)",read,,,,2,1
6280121,"Chosen (House of Night, #3)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654332""","=""9781905654338""",2,Atom,Paperback,322,2009,2008,,2015/04/08,"fantasy, romance, young-adult","fantasy (#35), romance (#19), young-adult (#32)",read,,,,2,1
7933622,"Betrayed (House of Night, #2)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""""","=""9781907410123""",3,Atom,Paperback,375,2010,2007,,2015/04/08,"fantasy, romance, young-adult","fantasy (#34), romance (#18), young-adult (#31)",read,,,,2,1
7933619,"Marked (House of Night, #1)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1907410112""","=""9781907410116""",3,Atom,Paperback,348,2010,2007,,2015/04/08,"fantasy, romance, young-adult","fantasy (#33), romance (#17), young-adult (#30)",read,,,,2,1
3368983,Death Note Box Set,Tsugumi Ohba,"Ohba, Tsugumi",Takeshi Obata,"=""142152581X""","=""9781421525815""",4,VIZ Media LLC,Paperback,2424,2008,2006,2013/07/28,2015/04/08,manga,manga (#1),read,,,,1,1
2473561,Slam,Nick Hornby,"Hornby, Nick",,"=""014132449X""","=""9780141324494""",3,Penguin Books,Mass Market Paperback,342,2008,2007,,2015/04/08,"young-adult, realism","young-adult (#29), realism (#13)",read,,,,1,1
823138,A Long Way Down,Nick Hornby,"Hornby, Nick",,"=""0140287027""","=""9780140287028""",2,Penguin,Paperback,259,2006,2005,,2015/04/08,"humour, realism, read-ages-ago","humour (#4), realism (#12), read-ages-ago (#22)",read,,,,1,0
12788037,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1406321338""","=""9781406321333""",3,Walker Books,Paperback,498,2012,2011,2014/08/05,2015/04/08,"fantasy, romance, young-adult","fantasy (#31), romance (#15), young-adult (#27)",read,,,,1,1
15997501,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""0007322569""","=""9780007322565""",4,HarperCollins,ebook,438,2010,1977,2014/02/27,2015/04/08,"classics, fantasy","classics (#9), fantasy (#28)",read,,,,1,1
3950967,"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,"Rowling, J.K.",Hermione Granger,"=""0747599874""","=""9780747599876""",4,Bloomsbury,Hardcover,105,2008,2008,,2015/04/08,"childrens, fantasy, short-stories","childrens (#16), fantasy (#27), short-stories (#2)",read,,,,1,1
820343,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""0747591059""","=""9780747591054""",5,Bloomsbury Publishing,Hardcover,607,2007,2007,,2015/04/08,"childrens, fantasy, favourites, read-ages-ago","childrens (#15), fantasy (#26), favourites (#15), read-ages-ago (#21)",read,,,,5,0
864890,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",,"=""0747550999""","=""9780747550990""",5,Bloomsbury Publishing,Paperback,636,2000,2000,,2015/04/08,"childrens, fantasy, read-ages-ago, favourites","childrens (#12), fantasy (#23), read-ages-ago (#18), favourites (#20)",read,,,,1,1
464164,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",,"=""0747546290""","=""9780747546290""",5,Bloomsbury Publishing,Paperback,317,1999,1999,,2015/04/08,"childrens, fantasy, read-ages-ago, favourites","childrens (#11), fantasy (#22), read-ages-ago (#16), favourites (#19)",read,,,,1,1
224912,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,Bloomsbury Publishing,Paperback,251,1998,1998,,2015/04/08,"childrens, fantasy, read-ages-ago, favourites","childrens (#10), fantasy (#21), read-ages-ago (#17), favourites (#18)",read,,,,1,1
444327,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",,"=""0747551006""","=""9780747551003""",5,Bloomsbury Publishing,Hardcover,766,2003,2003,,2015/04/08,"childrens, fantasy, read-ages-ago, favourites","childrens (#13), fantasy (#24), read-ages-ago (#19), favourites (#17)",read,,,,1,1
93124,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""0747581088""","=""9780747581086""",5,Bloomsbury Publishing,Hardcover,607,2005,2005,,2015/04/08,"childrens, fantasy, read-ages-ago, favourites","childrens (#14), fantasy (#25), read-ages-ago (#20), favourites (#16)",read,,,,1,1
8514667,Dragon Rider,Cornelia Funke,"Funke, Cornelia",,"=""1905294026""","=""9781905294022""",4,Gardners Books,Paperback,560,2005,1997,,2015/04/08,"fantasy, read-ages-ago, childrens","fantasy (#12), read-ages-ago (#12), childrens (#8)",read,,,,1,0
15845097,The Legend of Zelda: Hyrule Historia,Michael Gambos,"Gambos, Michael","Patrick Thorpe, Nintendo, Everett Patterson, Shigeru Miyamoto, Eiji Aonuma, Akira Himekawa, Takahiro Moriki, Heidi Plechl, Kumar Sivasubramanian, Aria Tanner, John Thomas, Cary Grazzini, Chris Horn, Ian  Tucker, Tina Alessi, Stephen Reichert","=""1616550414""","=""9781616550417""",4,Dark Horse Comics LLC,Hardcover,274,2013,2011,,2015/04/08,art-books,art-books (#2),read,,,,1,1
1022736,"Becoming Bindy Mackenzie (Ashbury/Brookfield, #3)",Jaclyn Moriarty,"Moriarty, Jaclyn",,"=""0330438859""","=""9780330438858""",5,Young Picador,Paperback,488,2007,2006,,2015/04/08,"read-ages-ago, young-adult, humour","read-ages-ago (#6), young-adult (#23), humour (#3)",read,,,,2,1
22473277,"Feeling Sorry for Celia (Ashbury/Brookfield, #1)",Jaclyn Moriarty,"Moriarty, Jaclyn",,"=""""","=""""",3,Young Picador,Library Binding,278,2004,2000,,2015/04/08,"read-ages-ago, young-adult, realism","read-ages-ago (#7), young-adult (#22), realism (#10)",read,,,,1,0
437974,A Swift Pure Cry,Siobhan Dowd,"Dowd, Siobhan",,"=""0385751087""","=""9780385751087""",4,David Fickling Books,Hardcover,320,2007,2006,,2015/04/08,"read-ages-ago, realism, young-adult, romance, historical","read-ages-ago (#1), realism (#9), young-adult (#21), romance (#13), historical (#4)",read,,,,1,0
553808,"Inkspell (Inkworld, #2)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1904442838""","=""9781904442837""",5,The Chicken House,Paperback,685,2006,2005,,2015/04/08,"fantasy, favourites, read-ages-ago, childrens","fantasy (#9), favourites (#11), read-ages-ago (#10), childrens (#7)",read,,,,3,1
8930977,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"Lore, Pittacus",,"=""0141047844""","=""9780141047843""",2,Penguin,Paperback,391,2011,2010,,2015/04/08,"sci-fi, young-adult","sci-fi (#3), young-adult (#19)",read,,,,1,1
9822040,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,,Paperback,464,,2008,,2015/04/08,"favourites, fantasy, read-ages-ago, romance, young-adult","favourites (#8), fantasy (#5), read-ages-ago (#5), romance (#12), young-adult (#18)",read,,,,3,1
1757496,Okami Official Complete Works,Capcom,"Capcom, Capcom",Michelle Kirie Hayashi,"=""1897376022""","=""9781897376027""",5,UDON Entertainment,Paperback,288,2008,2006,,2015/04/08,art-books,art-books (#1),read,,,,1,1
1033348,Private Peaceful,Michael Morpurgo,"Morpurgo, Michael",,"=""0007150075""","=""9780007150076""",4,HarperCollinsChildren's Books,Paperback,187,2004,2003,,2015/04/08,"read-ages-ago, childrens","read-ages-ago (#13), childrens (#6)",read,,,,2,1
2325825,"Inkdeath (Inkworld, #3)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1905294719""","=""9781905294718""",5,Chicken House,Hardcover,699,2007,2007,,2015/04/08,"fantasy, favourites, read-ages-ago, childrens","fantasy (#10), favourites (#12), read-ages-ago (#9), childrens (#3)",read,,,,2,1
5607787,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,Walker Books,Paperback,508,2009,2009,,2015/04/08,"favourites, fantasy, romance, young-adult","favourites (#9), fantasy (#6), romance (#10), young-adult (#16)",read,,,,3,1
113304,The Thief Lord,Cornelia Funke,"Funke, Cornelia",,"=""1903434777""","=""9781903434772""",4,Chicken House,Paperback,350,2002,2000,,2015/04/08,"fantasy, read-ages-ago, childrens","fantasy (#11), read-ages-ago (#11), childrens (#2)",read,,,,1,0
13581049,"Uglies (Uglies, #1)",Scott Westerfeld,"Westerfeld, Scott",,"=""0857079131""","=""9780857079138""",3,Simon and Schuster,Paperback,425,2012,2005,,2015/04/08,"read-ages-ago, sci-fi, young-adult","read-ages-ago (#2), sci-fi (#7), young-adult (#15)",read,,,,1,1
880612,If Nobody Speaks of Remarkable Things,Jon McGregor,"McGregor, Jon",,"=""0747561575""","=""9780747561576""",4,Bloomsbury Publishing,Paperback,278,2003,2002,2012/05/15,2015/04/08,"realism, poetry","realism (#8), poetry (#1)",read,"<i>If nobody speaks of remarkable things how can they be called remarkable?</i><br/><br/>One neighbourhood filled with complex and interlinking lives. Poetic, insightful, and beautiful. It finds significance in the mundane. This is a lovely little book that reads like poetry.",,,1,0
12885649,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",4,Scholastic Children's Books,Paperback,458,2011,2008,,2015/04/08,"sci-fi, young-adult","sci-fi (#6), young-adult (#13)",read,,,,2,1
2967050,The Truth about Forever,Sarah Dessen,"Dessen, Sarah",,"=""0141322926""","=""9780141322926""",4,PUFFIN BOOKS,Paperback,391,2008,2004,,2015/04/08,"read-ages-ago, young-adult, romance","read-ages-ago (#3), young-adult (#11), romance (#8)",read,,,,2,1
10677715,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"Lore, Pittacus",,"=""071815648X""","=""9780718156480""",2,Michael Joseph,Hardcover,380,2011,2011,2012/06/07,2015/04/08,"sci-fi, young-adult","sci-fi (#2), young-adult (#10)",read,,,,1,1
8700058,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",2,Walker Books Ltd,Paperback,482,2011,2010,2012/07/14,2015/04/08,"fantasy, romance, young-adult","fantasy (#7), romance (#7), young-adult (#8)",read,,,,1,1
4327066,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""1847394078""","=""9781847394071""",5,Simon & Schuster,Paperback,237,2009,1999,2012/08/05,2015/04/08,"favourites, young-adult, realism, romance","favourites (#13), young-adult (#7), realism (#7), romance (#6)",read,,,,1,1
11801869,The Book of Human Skin,Michelle Lovric,"Lovric, Michelle",,"=""1408809648""","=""9781408809648""",3,Bloomsbury,Paperback,466,2011,2010,2012/08/10,2015/04/08,historical,historical (#2),read,,,,1,1
11624994,How the Light Gets In,M.J. Hyland,"Hyland, M.J.",,"=""1406334499""","=""9781406334494""",4,GARDNERS VI BOOKS AMS006,Paperback,329,2011,2003,2012/08/14,2015/04/08,"young-adult, realism","young-adult (#6), realism (#6)",read,,,,1,1
11100298,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",2,Walker Books,Paperback,435,2011,2011,2012/08/15,2015/04/08,"fantasy, young-adult, romance","fantasy (#13), young-adult (#5), romance (#5)",read,,,,1,1
10283368,Reckless (Mirrorworld #1),Cornelia Funke,"Funke, Cornelia",,"=""1906427658""","=""9781906427658""",3,Chicken House,Mass Market Paperback,352,2011,2010,2012/11/04,2015/04/08,"fantasy, childrens","fantasy (#14), childrens (#1)",read,,,,1,1
10818227,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0241951534""","=""9780241951538""",3,Penguin,Mass Market Paperback,281,2011,1957,2013/01/03,2015/04/08,"classics, travel","classics (#1), travel (#1)",read,,,,1,1
578651,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""014023750X""","=""9780140237504""",4,Penguin Books,Paperback,192,1994,1951,2013/01/25,2015/04/08,"classics, realism","classics (#2), realism (#5)",read,,,,1,1
7856358,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0141039280""","=""9780141039282""",5,Penguin Books,Paperback,444,2010,2009,2013/07/28,2015/04/08,"realism, historical","realism (#4), historical (#1)",read,,,,1,1
