book_id,title,author,author_last_first,additional_Authors,isbn,isbn13,my_rating,publisher,binding,number_of_pages,year_published,original_publication_year,date_read,date_added,bookshelves,bookshelves_with_positions,read_status,my_review,spoiler,private_notes,read_count,owned_copies
25979027,"Thor, Vol. 2: Who Holds the Hammer?",Jason Aaron,"Aaron, Jason","N.D. Stevenson, C.M. Punk, Donald F. Glut, Russell Dauterman, Timothy Truman, Marguerite Sauvage, Rob Guillory, Rick Hoberg","=""1846536839""","=""9781846536830""",3,Marvel/Panini UK,Paperback,136,2015,2015,2017/08/19,2017/08/11,,,read,"Eh, so three stars is misleading. The actual main story in issues 6-8 were great and I would probably give 4+ stars. But this also collects the annual (2 of the short stories were good, 1 was bad) and the What If? issue which was just ugh. ",,,1,0
23664731,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",,"=""0552574236""","=""9780552574235""",5,Corgi Childrens,Paperback,308,2015,2015,2017/08/09,2017/08/09,,,read,,,,1,0
26802894,"Truthwitch (The Witchlands, #1)",Susan Dennard,"Dennard, Susan",,"=""1447282043""","=""9781447282044""",4,Tor,Hardcover,400,2016,2016,2017/08/08,2017/08/01,,,read,,,,1,0
591133,Civil War,Mark Millar,"Millar, Mark",Steve McNiven,"=""1905239602""","=""9781905239603""",4,Panini,Paperback,196,2007,2006,2017/08/04,2015/05/08,,,read,,,,1,0
24874304,A Hippo Banquet,Mary H. Kingsley,"Kingsley, Mary H.",,"=""0141397284""","=""9780141397283""",3,Penguin Classics,Paperback,52,2015,1897,2017/08/01,2017/07/30,,,read,,,,1,0
24934065,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,"Hamilton, Alwyn",,"=""0698410424""","=""9780698410428""",4,Viking Books for Young Readers,ebook,314,2016,2016,2017/07/25,2016/05/22,,,read,,,,1,0
25613374,Armada,Ernest Cline,"Cline, Ernest",,"=""0099586746""","=""9780099586746""",3,Arrow,Paperback,349,2016,2015,2017/07/23,2017/07/13,,,read,,,,1,0
28384484,Juniper Lane,Kady Morrison,"Morrison, Kady",,"=""0990484432""","=""9780990484431""",4,Big Bang Press,Paperback,290,2016,2016,2017/07/12,2017/07/12,,,read,,,,1,0
24951755,Da Vinci's Tiger,L.M. Elliott,"Elliott, L.M.",,"=""0062231715""","=""9780062231710""",3,Katherine Tegen Books,Hardcover,287,2015,2015,2017/07/09,2016/01/04,,,read,"This was going to go in an Instagram caption but was way too long:<br/><br/>So many books on my bookshelf and none of them are really inspiring me to read them. Finished this yesterday afternoon and, eh, it's just a bit meh. The voice of the narrative was a bit too childish for me. I managed to persevere and was relieved that the insipid romance I was expecting was nowhere to be found. Instead it was about a sharp young woman and a romance of the intellect, I guess is the best way to put it. It centres on the renaissance era ideal of Platonic love, in which a beautiful woman is held up as the image of virtue to inspire and lead man from his sins. The young heroine (as befitting of her time) sees value in this ideal, yet recognises the constraints and injustices in being held aloft in such a manner, as well as the hypocrisies inherent in such a romanticisation by men of women.<br/><br/><br/>A lot of modern historical fiction for the YA audience often centres on women with absurdly modern feminist ideals which simply could not exist within the fictional setting. It is an annoyance of mine. Yes, it is a good message for younger readers, but I prefer my historical heroines to stay true to their principles in a way that is a truer reflection of the time. A 21st century woman in a 15th century setting is of little value to me. I understand and share her ideals, and of course the discriminatory society seems stupid and unfair to me. But that is only so obvious to me because of centuries and centuries of women pushing their boundaries bit by bit, collectively making my life begin closer to even-footing than theirs could ever have been. Were I actually born in a historical setting, these injustices would just be irrevocable facts of life. What inspires me in historical fiction is reading about women finding strength and grace in their positions which are so unfair and confined to my modern mindset. I wonder at how they could live such a life, yet they find small ways to rattle their cage bars, improve themselves and make the world just that little bit more fair. That is inspiring to me. <br/><br/><br/>Here, for example, Ginevra accepts her role as muse and Platonic lover for the sake of being able to challenge the conventions of female portraiture. Sitting pretty for a picture, how unfeminist for today's standards! And yet her portrait becomes one of the first in which a woman looks directly at the viewer, daring him to look into her eyes and see there is intelligence behind them, that she is not something passive simply to be gazed upon. She also spends a great deal of her time in a nunnery. How quaint and backwards! A woman having to pray regularly to maintain a facade of virtue. And yet, the abbess at this nunnery encourages the novices to read the great minds of the time. In fact, freed from their roles as bargaining chips in arranged marriages, these women have the freedom to educate themselves. The ways in which women have tried to liberate themselves, big and small, are what makes female-centred historical fiction inspiring to me. <br/><br/><br/>So yeah, I managed to get into a big rant, yet I still didn't particularly care for this book. &#x1f605; Ginevra was authentic in the way I described above but very naive, occasionally unbearably so. It gets points for having substance and some authenticity, but not the most enjoyable read. ",true,,1,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",4,Algonquin Books,Paperback,368,2007,2006,2017/07/08,2015/05/13,,,read,,,,1,0
35259619,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,"=""0451478274""","=""9780451478276""",4,Razorbill,Paperback,452,,2016,2017/07/03,2017/06/28,,,read,,,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""0540027340""","=""9780540027347""",2,"Little, Brown",Hardcover,343,2016,2016,2017/06/27,2017/06/20,,,read,,,,1,0
23485372,"The Master Magician (The Paper Magician, #3)",Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""1477878696""","=""9781477878699""",2,47North,Kindle Edition,226,2015,2015,2017/06/20,2017/06/17,,,read,,,,1,0
22910024,"The Glass Magician (The Paper Magician, #2)",Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""147787593X""","=""9781477875933""",2,47North,Kindle Edition,224,2014,2014,2017/06/17,2017/06/15,,,read,,,,1,0
22521286,The Paper Magician (The Paper Magician #1),Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""147787383X""","=""9781477873830""",2,47North,Kindle Edition,234,2014,2014,2017/06/15,2017/06/11,,,read,,,,1,0
24874341,Wailing Ghosts,Pu Songling,"Songling, Pu",John Minford,"=""0141398167""","=""9780141398167""",1,Penguin Classics,Paperback,56,2015,1740,2017/06/11,2015/05/28,,,read,,,,1,0
34610036,"The Waking Land (The Waking Land, #1)",Callie Bates,"Bates, Callie",,"=""1473638720""","=""9781473638723""",5,Hodder & Stoughton,Hardcover,400,2017,2017,2017/06/08,2017/06/05,,,read,,,,1,0
27420164,The Square Root of Summer,Harriet Reuter Hapgood,"Hapgood, Harriet Reuter",,"=""1509808280""","=""9781509808281""",2,Macmillan Children's Books,Paperback,322,2016,2016,2017/06/05,2016/05/22,,,read,,,,1,0
34787496,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""""","=""""",4,HarperCollins,Paperback,655,2017,2017,2017/05/26,2017/05/15,,,read,,,,1,0
33022718,Nasty Women,Laura  Jones,"Jones, Laura","L.R.  Lam, Ren Aldridge, Nadine Aisha Jassat, Sasha De Buyl-Pisco, Elise Hines, Alice Tarbuck, Jonatha Kottler, Chitra Ramaswamy, Christina Neuwirth, Belle Owen, Zeba Talkhani, Kate Muriel, Joelle A. Owusu, Kaite Welsh, Claire L. Heuchan, Jen McGregor, Mel Reeve, Sim Bajwa, Becca Inglis, Rowan C. Clarke, Kristy Diaz, Laura  Waddell, Laura Lam","=""0995623821""","=""9780995623828""",5,404 Ink,Paperback,240,2017,2017,2017/05/06,2017/03/11,non-fiction,non-fiction (#12),read,,,,1,0
25437747,"Beautiful Broken Things (Beautiful Broken Things, #1)",Sara  Barnard,"Barnard, Sara",,"=""150980353X""","=""9781509803538""",3,Macmillan Children's Books (UK),Paperback,352,2016,2016,2017/05/06,2017/04/25,,,read,,,,1,0
26236443,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",,"=""1783295422""","=""9781783295425""",5,Titan Books,Paperback,511,2016,2016,2017/04/15,2017/04/14,,,read,,,,1,0
24702467,Aphorisms on Love and Hate,Friedrich Nietzsche,"Nietzsche, Friedrich","Marion Faber, Stephen Lehmann","=""014139790X""","=""9780141397900""",3,Penguin Classics,Paperback,55,2015,1878,2017/04/09,2015/05/29,,,read,,,,1,0
33393824,"Wintersong (Wintersong, #1)",S. Jae-Jones,"Jae-Jones, S.",,"=""1785655442""","=""9781785655449""",2,Titan Books,Paperback,511,2017,2017,2017/04/06,2017/04/06,,,read,,,,1,0
30849412,The One Memory of Flora Banks,Emily Barr,"Barr, Emily",,"=""0141368519""","=""9780141368511""",3,PENGUIN,Paperback,306,2016,2017,2017/04/05,2017/04/02,,,read,,,,1,0
29236299,"Gemina (The Illuminae Files, #2)",Amie Kaufman,"Kaufman, Amie","Jay Kristoff, Marie Lu","=""0553499165""","=""9780553499162""",4,Knopf Books for Young Readers,Library Binding,659,2016,2016,2017/03/28,2016/08/11,,,read,,,,1,0
34105757,This is Our Canvas,Lindsay   Murdock,"Murdock, Lindsay",,"=""""","=""""",2,,Kindle Edition,199,2017,,2017/02/24,2017/02/11,,,read,,,,2,0
17824752,"Young Avengers, Vol. 1: Style > Substance",Kieron Gillen,"Gillen, Kieron",Jamie McKelvie,"=""0785167080""","=""9780785167082""",4,Marvel Enterprises,Paperback,120,2013,2013,2016/12/31,2016/12/31,comics,comics (#20),read,,,,1,0
25828945,"The Life-Changing Magic of Tidying: A simple, effective way to banish clutter forever",Marie Kondō,"Kondō, Marie",,"=""""","=""""",4,Vermilion,Hardcover,256,2015,2010,2016/12/31,2016/11/09,non-fiction,non-fiction (#10),read,,,,1,0
6315566,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",Douglas Adams,"Adams, Douglas",Eoin Colfer,"=""0330508113""","=""9780330508117""",4,MacMillan Children's Books,Paperback,184,2009,1979,2016/12/31,2015/04/08,sci-fi,sci-fi (#8),read,,,,1,1
23357458,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0141357037""","=""9780141357034""",5,Penguin ,Paperback,388,2015,2015,2016/12/30,2015/05/08,"mental-illness, romance, young-adult","mental-illness (#8), romance (#41), young-adult (#68)",read,,,,1,0
6351469,"Fantastic Beasts and Where to Find Them (Hogwarts Library, #1)",Newt Scamander,"Scamander, Newt",J.K. Rowling,"=""1408803011""","=""9781408803011""",3,Bloomsbury Publishing Plc,Paperback,123,2009,2001,2016/12/30,2015/04/08,"childrens, fantasy","childrens (#4), fantasy (#16)",read,,,,1,1
31116030,"Blood for Blood (Wolf by Wolf, #2)",Ryan Graudin,"Graudin, Ryan",,"=""1780622058""","=""9781780622057""",5,Orion Children's Books,Paperback,481,2016,2016,2016/12/30,2016/12/26,"historical, young-adult","historical (#21), young-adult (#67)",read,,,,1,0
16051601,Dash & Lily's Book of Dares,Rachel Cohn,"Cohn, Rachel",David Levithan,"=""1848451725""","=""9781848451728""",4,Mira Ink,Paperback,260,2012,2010,2016/12/24,2016/12/24,"romance, young-adult","romance (#40), young-adult (#66)",read,,,,1,0
15852522,Vader's Little Princess,Jeffrey   Brown,"Brown, Jeffrey",,"=""1452118698""","=""9781452118697""",5,Chronicle Books,Hardcover,64,2013,2013,2016/12/19,2016/12/19,"art-books, comics","art-books (#4), comics (#19)",read,I adore these comics so much ^_^,,,1,0
28513813,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""1782116826""","=""9781782116820""",4,Canongate Books,Paperback,259,2016,2015,2016/12/14,2016/12/11,"mental-illness, philosophical, non-fiction","mental-illness (#7), philosophical (#5), non-fiction (#11)",read,,,,1,0
23546843,"Crushed (Ms. Marvel, #3)",G. Willow Wilson,"Wilson, G. Willow","Takeshi Miyazawa, Elmo Bondoc","=""0785192271""","=""9780785192275""",4,Marvel Comics,Paperback,112,2015,2015,2016/11/24,2015/05/08,comics,comics (#18),read,,,,1,0
25733548,Nod,Adrian   Barnes,"Barnes, Adrian",,"=""1783298227""","=""9781783298228""",3,Titan Books,Paperback,271,2015,2012,2016/11/21,2016/10/24,sci-fi,sci-fi (#13),read,,,,1,0
23403402,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,Titan Books,Paperback,384,2015,2015,2016/10/13,2016/10/02,"fantasy, historical, young-adult","fantasy (#60), historical (#20), young-adult (#63)",read,,,,1,0
15801353,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408936""","=""9781442408937""",5,Simon & Schuster Books for Young Readers,Paperback,359,2014,2012,2016/10/19,2016/10/15,"lgbtqa, realism, young-adult","lgbtqa (#2), realism (#25), young-adult (#64)",read,,,,1,0
24874317,My Dearest Father,Wolfgang Amadeus Mozart,"Mozart, Wolfgang Amadeus",,"=""0141397624""","=""9780141397627""",4,Penguin Classics,Paperback,60,2015,1791,2016/10/03,2016/09/29,little-black-classics,little-black-classics (#12),read,,,,1,0
28446392,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",5,HarperVoyager,Paperback,450,2016,2015,2016/09/28,2016/09/20,"fantasy, historical, young-adult","fantasy (#59), historical (#19), young-adult (#62)",read,,,,1,0
72193,"Harry Potter and the Philosopher’s Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,Bloomsbury Publishing,Paperback,223,1997,1997,,2015/04/08,"childrens, fantasy, favourites, read-ages-ago","childrens (#9), fantasy (#20), favourites (#14), read-ages-ago (#15)",read,,,,1,1
24874449,Circles of Hell,Dante Alighieri,"Alighieri, Dante",Robin Kirkpatrick,"=""0141980222""","=""9780141980225""",3,Penguin Classics,Paperback,52,2015,1320,2016/09/20,2015/05/08,little-black-classics,little-black-classics (#11),read,,,,1,0
40436,The Five People You Meet In Heaven,Mitch Albom,"Albom, Mitch",,"=""0751536822""","=""9780751536829""",5,Time Warner Paperbacks,Paperback,231,2004,2003,2012/10/17,2015/04/08,"favourites, philosophical, recommended","favourites (#4), philosophical (#1), recommended (#13)",read,,,,1,1
25365584,"The Graces (The Graces, #1)",Laure Eve,"Eve, Laure",,"=""0571326803""","=""9780571326808""",2,Faber & Faber,Paperback,415,2016,2016,2016/09/14,2016/09/08,"fantasy, young-adult","fantasy (#58), young-adult (#61)",read,,,,1,0
20331482,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1406332933""","=""9781406332933""",5,Walker Books Ltd,Paperback,733,2014,2014,2016/09/05,2016/09/01,"fantasy, romance, young-adult","fantasy (#57), romance (#39), young-adult (#60)",read,,,,1,0
818478,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,Headline Review,Paperback,224,2005,1999,2016/09/01,2016/08/24,"fantasy, historical","fantasy (#56), historical (#18)",read,,,,1,0
23592175,The Lie Tree,Frances Hardinge,"Hardinge, Frances",,"=""144726410X""","=""9781447264101""",4,Macmillan Children's Books ,Paperback,410,2015,2015,2016/08/22,2016/05/22,"historical, young-adult","historical (#17), young-adult (#59)",read,,,,1,0
25951478,Yes Please,Amy Poehler,"Poehler, Amy",,"=""1447283317""","=""9781447283317""",4,Picador,Paperback,332,2015,2014,2016/03/06,2016/02/19,"humour, non-fiction","humour (#8), non-fiction (#8)",read,,,,1,0
25877135,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""178074837X""","=""9781780748375""",5,Rock the Boat,Paperback,602,2015,2015,2016/08/11,2016/08/09,"sci-fi, young-adult","sci-fi (#12), young-adult (#58)",read,,,,1,0
70897,The Secret History,Donna Tartt,"Tartt, Donna",,"=""0140167773""","=""9780140167771""",5,Penguin Books,Paperback,629,1993,1992,2016/08/09,2015/05/28,"crime, realism","crime (#5), realism (#24)",read,,,,1,0
25066752,"Black Widow, Vol. 3: Last Days",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Clayton Cowles","=""0785192530""","=""9780785192534""",4,Marvel Comics,Paperback,184,2015,2015,2016/08/05,2016/08/05,comics,comics (#17),read,,,,1,0
29105145,"Iron to Iron (Wolf By Wolf, #1.5)",Ryan Graudin,"Graudin, Ryan",,"=""031635404X""","=""9780316354042""",3,"Little, Brown Books for Young Readers",Kindle Edition,104,2016,2016,2016/07/20,2016/07/20,,,read,,,,1,0
24874351,"The Dolphins, the Whales and the Gudgeon",Aesop,"Aesop, Aesop","Robert Temple, Olivia Temple","=""0141398434""","=""9780141398433""",4,Penguin Classics,Paperback,58,2015,-560,2016/07/20,2016/07/20,little-black-classics,little-black-classics (#10),read,,,,1,0
18482238,"Finding Jennifer Jones (Jennifer Jones, #2)",Anne Cassidy,"Cassidy, Anne",,"=""1471402282""","=""9781471402289""",4,Hot Key Books,Paperback,304,2014,2014,2016/07/20,2015/04/08,"young-adult, crime, realism","young-adult (#24), crime (#2), realism (#23)",read,,,,1,1
19301206,"Looking for JJ (Jennifer Jones, #1)",Anne Cassidy,"Cassidy, Anne",,"=""140713809X""","=""9781407138091""",4,Scholastic,Paperback,299,2013,2004,2016/07/15,2015/04/08,"young-adult, read-ages-ago, crime, realism","young-adult (#20), read-ages-ago (#14), crime (#1), realism (#11)",read,,,,1,1
22812127,"Black Widow, Vol. 2: The Tightly Tangled Web",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Mitch Gerads, Clayton Cowles","=""0785188207""","=""9780785188209""",4,Marvel Enterprises,Paperback,160,2015,2015,2016/07/10,2015/05/08,comics,comics (#16),read,,,,1,0
13337716,"A Dance with Dragons 2: After the Feast (A Song of Ice and Fire, #5, Part 2 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,HarperVoyager,Paperback,560,2012,2011,2016/07/08,2015/04/08,fantasy,fantasy (#54),read,,,,1,1
25907472,"Wolf By Wolf (Wolf By Wolf, #1)",Ryan Graudin,"Graudin, Ryan",,"=""1780622023""","=""9781780622026""",3,Orion Children's Books,Paperback,390,2015,2015,2015/12/17,2015/11/20,"young-adult, historical","young-adult (#56), historical (#16)",read,,,,1,0
23301805,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0008115273""","=""9780008115272""",4,Fourth Estate,Paperback,52,2014,2012,2016/07/02,2016/07/02,non-fiction,non-fiction (#9),read,,,,1,0
24874346,How to Use Your Enemies,Baltasar Gracián,"Gracián, Baltasar",,"=""0141398272""","=""9780141398273""",2,Penguin Classics,Paperback,54,2015,1647,2016/07/02,2016/06/13,little-black-classics,little-black-classics (#8),read,,,,1,0
19539419,"Black Widow, Vol. 1: The Finely Woven Thread",Nathan Edmondson,"Edmondson, Nathan","Phil Noto, Clayton Cowles","=""0785188193""","=""9780785188193""",4,Marvel,Paperback,144,2014,2014,2016/06/25,2016/06/24,comics,comics (#15),read,,,,1,0
28356624,Carry On,Rainbow Rowell,"Rowell, Rainbow",Jim Tierney,"=""1447266943""","=""9781447266945""",3,Macmillan,Paperback,517,2016,2015,2016/06/24,2016/06/20,"fantasy, young-adult","fantasy (#53), young-adult (#55)",read,,,,1,0
13228239,"Fables: The Deluxe Edition, Book Five",Bill Willingham,"Willingham, Bill","Matthew Sturges, Mark Buckingham, Steve Leialoha, David Hahn, Lan Medina, Margeaux (Andrew) Pepoy, Dan           Green, Daniel Vozzo, Todd Klein, James Jean","=""1401234968""","=""9781401234966""",4,Vertigo,Hardcover,304,2012,2012,2016/06/20,2016/06/19,comics,comics (#14),read,,,,1,0
9884768,Captain America: Red Menace - Ultimate Collection,Ed Brubaker,"Brubaker, Ed","Mike Perkins, Javier Pulido, Marcos Martín, Steve Epting","=""0785156178""","=""9780785156178""",5,Marvel Universe,Paperback,216,2011,2011,2016/06/12,2016/06/09,comics,comics (#13),read,,,,1,0
27235365,When We Collided,Emery Lord,"Lord, Emery",,"=""1408870088""","=""9781408870082""",5,Bloomsbury Children's,Paperback,344,2016,2016,2016/06/09,2016/06/07,"young-adult, mental-illness","young-adult (#54), mental-illness (#6)",read,,,,1,0
12172425,"Fables: The Deluxe Edition, Book Four",Bill Willingham,"Willingham, Bill","Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti, John Bolton, Charles Vess, Michael Kaluta, Jill Thompson, Esao Andrews, Tara  McPherson, Mark Wheatley, Derek Kirk Kim, Brian Bolland, Daniel Vozzo, Todd Klein, James Jean","=""1401233902""","=""9781401233907""",4,Vertigo,Hardcover,293,2012,2012,2016/06/06,2016/05/23,comics,comics (#12),read,,,,1,0
28951781,The Little Paris Bookshop,Nina George,"George, Nina",,"=""0349140375""","=""9780349140377""",1,"Little, Brown Book Group",Paperback,359,2016,2013,2016/06/05,2016/05/05,romance,romance (#37),read,,,,1,0
24874450,The Nightingales are Drunk,Hafez,"Hafez, Hafez",Dick Davis,"=""0141980265""","=""9780141980263""",4,Penguin Classics,Paperback,64,2015,1390,2016/05/27,2015/05/29,little-black-classics,little-black-classics (#7),read,,,,1,0
25560582,You're Doing Just Fine,Charlotte Eriksson,"Eriksson, Charlotte",The Glass Child,"=""1508984409""","=""9781508984405""",3,Broken Glass Records: Press & Distribution,Paperback,100,2015,2015,2016/05/17,2015/05/24,,,read,,,,1,0
12510082,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",3,Scholastic Children's Books,Paperback,472,2011,2009,2012/06/03,2015/04/08,"sci-fi, young-adult","sci-fi (#5), young-adult (#12)",read,,,,2,1
9367853,"Fables: The Deluxe Edition, Book Three",Bill Willingham,"Willingham, Bill","Mark Buckingham, Tony Akins","=""1401230970""","=""9781401230975""",3,Vertigo,Hardcover,226,2011,2011,2016/05/02,2016/04/14,comics,comics (#11),read,,,,1,0
7915496,"Fables: The Deluxe Edition, Book Two",Bill Willingham,"Willingham, Bill","Mark Buckingham, Lan Medina, Craig Hamilton, P. Craig Russell, Bryan Talbot, Linda Medley, Steve Leialoha, Daniel Vozzo, Lovern Kindzierski, Todd Klein, James Jean","=""1401228798""","=""9781401228798""",4,Vertigo,Hardcover,259,2010,2010,2016/04/13,2016/04/10,comics,comics (#10),read,,,,1,0
6307040,"Fables: The Deluxe Edition, Book One",Bill Willingham,"Willingham, Bill","David Lapham, Lan Medina, Mark Buckingham, Inaki Miranda, Steve Leialoha, Shawn McManus, Craig Hamilton, Jim Fern, Sherilyn van Valkenburgh, Tony Akins, Daniel Vozzo, Matthew Sturges, Lee Loughridge, Gene Ha, Todd Klein, Paul Levitz, James Jean, Lauren Lauren","=""140122427X""","=""9781401224271""",3,DC Vertigo,Hardcover,261,2009,2009,2016/04/10,2016/04/09,comics,comics (#9),read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406321346""","=""9781406321340""",4,Walker Books Ltd,Paperback,567,2013,2013,2016/04/08,2015/04/08,"young-adult, romance, fantasy","young-adult (#26), romance (#14), fantasy (#30)",read,,,,1,0
20829029,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",5,Broadway Books/Crown/Random House,Paperback,369,2014,2011,2016/03/26,2016/03/20,"humour, sci-fi","humour (#9), sci-fi (#11)",read,,,,1,0
29145429,Kindred Spirits,Rainbow Rowell,"Rowell, Rainbow",,"=""1509820833""","=""9781509820832""",4,Macmillan Children's Books,Paperback,62,2016,2016,2016/03/06,2016/03/06,"short-stories, young-adult","short-stories (#3), young-adult (#52)",read,,,,1,0
22838748,The Color Purple,Alice Walker,"Walker, Alice",,"=""1780228716""","=""9781780228716""",5,Weidenfeld & Nicolson,Paperback,262,2014,1982,2015/12/30,2015/05/08,"classics, historical","classics (#19), historical (#15)",read,,,,1,0
1471425,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,Walker Books Ltd,Paperback,510,2007,2007,,2015/04/08,"fantasy, favourites, read-ages-ago, romance, young-adult, recommended","fantasy (#4), favourites (#7), read-ages-ago (#4), romance (#11), young-adult (#17), recommended (#7)",read,,,,3,1
22115893,Birdsong,Sebastian Faulks,"Faulks, Sebastian",,"=""1784700037""","=""9781784700034""",4,Vintage Books,Paperback,503,2014,1993,2016/02/18,2015/04/08,"classics, historical, romance","classics (#4), historical (#5), romance (#36)",read,,,,1,1
14801186,The Time Machine,H.G. Wells,"Wells, H.G.",,"=""0141199342""","=""9780141199344""",4,Penguin Books,Paperback,106,2012,1895,2015/12/19,2015/12/18,"sci-fi, classics","sci-fi (#10), classics (#20)",read,,,,1,0
17322949,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1409120546""","=""9781409120544""",5,Orion,Paperback,325,2015,2012,2016/01/03,2015/04/08,"romance, young-adult","romance (#9), young-adult (#14)",read,,,,1,1
24874357,It Was Snowing Butterflies,Charles Darwin,"Darwin, Charles",,"=""0141398558""","=""9780141398556""",3,Penguin Classics,Paperback,64,2015,1835,2015/08/25,2015/05/29,little-black-classics,little-black-classics (#5),read,,,,1,0
24874327,The Old Man of the Moon,Shen Fu,"Fu, Shen",Shen Fu,"=""0141397802""","=""9780141397801""",4,Penguin Classics,Paperback,57,2015,1809,2015/09/18,2015/05/08,little-black-classics,little-black-classics (#4),read,,,,1,0
23281884,"A Mad, Wicked Folly",Sharon Biggs Waller,"Waller, Sharon Biggs",,"=""014242790X""","=""9780142427903""",3,Speak,Paperback,448,2015,2014,2015/11/15,2015/11/14,"historical, young-adult","historical (#14), young-adult (#51)",read,,,,1,0
395003,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""""","=""""",5,Faber & Faber,Paperback,305,2000,1984,2015/09/30,2015/05/28,"philosophical, recommended","philosophical (#4), recommended (#19)",read,,,,1,0
15719929,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",3,Walker Books,Paperback,544,2012,2012,2015/09/17,2015/04/08,"fantasy, romance, young-adult","fantasy (#32), romance (#16), young-adult (#28)",read,,,,1,1
12512617,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""1407132105""","=""9781407132105""",3,Scholastic Children's Books,Paperback,458,2011,2010,,2015/04/08,"sci-fi, young-adult","sci-fi (#4), young-adult (#9)",read,,,,2,1
22237290,"Hawkeye, Volume 4: Rio Bravo",Matt Fraction,"Fraction, Matt",Francesco Francavilla,"=""0785185313""","=""9780785185314""",5,Marvel,Paperback,160,2015,2015,2015/08/14,2015/04/08,comics,comics (#4),read,,,,1,0
20898019,"No Normal (Ms. Marvel, #1)",G. Willow Wilson,"Wilson, G. Willow","Adrian Alphona, Ian Herring","=""078519021X""","=""9780785190219""",4,Marvel Universe,Paperback,120,2014,2014,2015/06/04,2015/04/08,"comics, favourites, recommended","comics (#3), favourites (#30), recommended (#4)",read,,,,1,1
23017947,"Generation Why (Ms. Marvel, #2)",G. Willow Wilson,"Wilson, G. Willow","Jamie McKelvie, Jake Wyatt, Adrian Alphona","=""0785190228""","=""9780785190226""",5,Marvel Universe,Paperback,136,2015,2015,2015/08/06,2015/04/08,comics,comics (#5),read,,,,1,1
24831147,Go Set a Watchman,Harper Lee,"Lee, Harper",,"=""1785150286""","=""9781785150289""",4,William Heinemann,Hardcover,278,2015,2015,2015/08/06,2015/08/03,"historical, politics, classics","historical (#13), politics (#2), classics (#18)",read,,,,1,1
23799631,"Thor, Vol. 1: The Goddess of Thunder",Jason Aaron,"Aaron, Jason",,"=""1846536561""","=""9781846536564""",5,Marvel Comics,Paperback,116,2015,2015,2015/07/06,2015/05/08,"comics, recommended","comics (#7), recommended (#18)",read,,,,1,0
17718640,Relativity (Routledge Great Minds),Albert Einstein,"Einstein, Albert",Derek Raine,"=""0415854717""","=""9780415854719""",0,Routledge,Paperback,192,2013,1916,2015/08/02,2015/05/28,,,read,,,,1,0
